timestamp,aqi,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,wind_direction,pressure,precipitation,distance_to_industrial,distance_to_highway,traffic_density,construction_activity,vehicular_contribution,industrial_contribution,construction_contribution,biomass_contribution,dust_contribution
2026-01-08 09:16:11.418960,106,117.61032852819318,247.55184032630842,91.59264218684362,42.63000371621134,1.6690742626316277,46.27166740806868,33.737705836859064,81.35735016468001,8.361816746173389,141.80286689208918,1005.1617199275174,1.4485643953587501,42.19117349365005,18.731339301192126,0.655464240497438,0.47480368475907786,44.088698706771254,31.660299239760135,15.074687660425305,12.222579045871928,11.99727820351133
2026-01-08 10:16:11.418960,136,68.03840632290115,114.88270042446882,83.41661965798392,61.69244103858861,1.704192101426273,108.74287564169234,34.56212128208165,63.25612787823333,2.799346968748484,289.582089598807,1012.5003585266483,1.5299755642280983,17.783407002789072,7.436885712419441,0.7521789702621103,0.2977511184330093,21.682744708994367,27.737262913957863,10.659884979810462,10.421580218875155,9.743826847086696
2026-01-08 11:16:11.418960,211,44.229830015984476,232.36687636616,43.21731845721673,36.78157390978087,3.363761601058166,39.39995671130788,34.485679777252884,58.67904899263205,10.950440494452343,201.98707723312765,1001.8005164369117,2.3742072067926765,21.7129942608602,3.781955773605377,0.6679025991055265,0.9332574736245824,24.495766923561906,19.86256916757123,13.46660542643773,19.22481932969502,9.830601471617475
2026-01-08 12:16:11.418960,265,185.69630508366635,124.93155912205317,45.6670164463377,56.969636078161805,2.0331501188071144,22.405653769684445,23.116194127317673,55.67753898609078,12.384281216876822,287.71745332474774,1003.85229700853,1.3456452293156518,30.815106220811206,16.98217737827506,0.7254299839556921,0.20642261855925093,43.07596749553798,26.538995989519346,10.752740487160956,12.974796632529223,9.84611858023533
2026-01-08 13:16:11.418960,205,82.87736267548786,169.1952942563107,62.33058328458824,16.008278020349472,3.401551612653543,32.01748891960064,20.177772214634544,57.55465669684453,14.330635993853994,47.89220652684791,1004.9975877922566,4.807023810534854,6.185323290694369,14.674150549663839,0.8755129010208327,0.46236470609363245,20.05244645979485,19.696055884950084,14.317872382457377,9.805551925803357,10.351094146780884
2026-01-08 14:16:11.418960,165,66.25369406205907,141.37715825631074,66.11517275413954,26.25569114906373,4.896917451588274,80.42230498352757,29.78981427684432,83.83531228668355,10.706775702539222,298.32607689767116,1017.1721565006426,0.9940572136795361,23.923365672906396,4.15059903951176,0.454053861840642,0.7696181438349079,28.56009047023262,33.91683209794604,15.755436010296673,13.25280120682787,8.849739088438854
2026-01-08 15:16:11.418960,162,40.60950906990519,277.5875838275214,50.3458578186816,43.20297521122461,1.0617068668871752,66.8614694130229,33.0608762328415,56.99615465903999,3.4047593941367715,270.43420156852943,1011.452421880859,4.633478263051461,5.91704405035585,19.690851543116217,0.46765566255822555,0.6028093305843009,30.511396110580222,28.588370400479498,11.08052153221324,8.368609875629403,12.348538418241533
2026-01-08 16:16:11.418960,111,123.30490808796013,73.97636552345881,95.82021183938396,51.63635558911341,0.866292249913572,85.45544573258917,15.545466917616604,44.14629628624651,14.734110456217875,110.53206048789991,1017.3931097050342,4.803628202101213,45.90044808301217,1.886969998049574,0.8548812079679238,0.46135544911308646,32.94789012764656,31.751483538751007,17.185928888428123,11.769404337460909,3.0419579821052705
2026-01-08 17:16:11.418960,142,103.06150576439661,90.91302847551839,61.931491885425494,63.17221005016988,1.7967772650800742,75.24876852541209,28.96837759801213,76.99645028009115,7.473512467936525,264.42313413242755,1012.3436576459461,2.2950728524627015,38.46684471696856,17.464248662285932,0.48862649562676375,0.49596129890817875,35.9983882576458,15.348892496224643,19.07705934340914,6.959370588483535,11.34880657508711
2026-01-08 18:16:11.418960,242,49.23673964575222,129.83764053239395,44.095955119035175,23.19739230173529,2.875961133755852,43.29493590007744,20.17512030243234,71.65183323585464,9.286994638961552,14.280239202237563,1004.3237106586882,3.2173937445931244,44.67316952486931,10.88245805594467,0.39174805370293175,0.7647219887252322,24.300349410517146,32.53056968864976,12.869859774809143,7.515614698030614,12.592717660935515
2026-01-08 19:16:11.418960,275,185.7684809226239,257.76565845348534,82.17845472717741,60.22922972330101,4.9024998910674045,98.97679920764072,22.558025214624863,42.131767790202865,13.234675026562527,230.97343523974698,1015.5345807918251,2.023388782706339,37.60920483392264,15.760494296359093,0.5194159276204084,0.7863112955815139,29.05985298548878,18.54397481014918,10.911578222713537,6.809624537705958,13.670344899625968
2026-01-08 20:16:11.418960,165,172.121830149413,123.90467939162751,27.393224741935562,65.40602350310844,2.2665058308714743,46.24250180021939,17.42127259227945,36.78188798846308,12.805889036202545,133.34145033870152,1017.960985801265,3.247017850668442,19.12342336180747,3.3296822124608356,0.5370877848197892,0.12966720071563442,41.075796589651105,20.36667807796572,13.783304981273613,14.825198210511259,14.141234910875108
